id,Zone,Items,Status,Payment,Total_Price
7475,Baily Road / Khilgaon,1 items,DELIVERED,CASH,480Tk
7476,Dhanmondi,1 items,DELIVERED,CASH,209Tk
7477,Uttara,1 items,DELIVERED,CASH,390Tk
7478,Dhanmondi,1 items,DELIVERED,CARD,250Tk
7479,Mohammadpur,3 items,DELIVERED,CASH,497Tk
7480,Mohammadpur,2 items,DELIVERED,CASH,595Tk
7481,Mirpur,5 items,DELIVERED,CASH,1680Tk
7482,Bashundhara,1 items,DELIVERED,CASH,510Tk
7483,Bashundhara,3 items,DELIVERED,CASH,314Tk
7484,Baily Road / Khilgaon,1 items,DELIVERED,CASH,182Tk
7485,Baily Road / Khilgaon,3 items,DELIVERED,CASH,790Tk
7486,Mohammadpur,1 items,DELIVERED,CASH,220Tk
7487,Chattogram,1 items,DELIVERED,CASH,195Tk
7488,Gulshan/Banani,2 items,DELIVERED,CASH,231Tk
7489,Dhanmondi,2 items,DELIVERED,CASH,1345Tk
7490,Bashundhara,2 items,DELIVERED,CASH,195Tk
7491,Baily Road / Khilgaon,1 items,DELIVERED,CASH,448Tk
7492,Mohammadpur,1 items,DELIVERED,CASH,126Tk
7493,Dhanmondi,2 items,DELIVERED,CASH,442Tk
7494,Dhanmondi,1 items,DELIVERED,CASH,392Tk
7495,Dhanmondi,1 items,DELIVERED,CASH,1257Tk
7496,Gulshan/Banani,1 items,DELIVERED,CASH,560Tk
7497,Chattogram,1 items,DELIVERED,CASH,380Tk
7498,Dhanmondi,1 items,DELIVERED,CASH,1440Tk
7499,Mohammadpur,1 items,DELIVERED,CASH,119Tk
7500,Dhanmondi,3 items,DELIVERED,CASH,622Tk
7501,Baily Road / Khilgaon,1 items,DELIVERED,CASH,139Tk
7502,Chattogram,1 items,DELIVERED,CASH,299Tk
7503,Dhanmondi,1 items,DELIVERED,CASH,273Tk
7504,Uttara,2 items,DELIVERED,CARD,942Tk
7505,Dhanmondi,1 items,DELIVERED,CASH,308Tk
7506,Dhanmondi,1 items,DELIVERED,CASH,97Tk
7507,Gulshan/Banani,1 items,DELIVERED,CASH,273Tk
7508,Dhanmondi,1 items,DELIVERED,CASH,145Tk
7509,Mohammadpur,1 items,DELIVERED,CASH,208Tk
7510,Mirpur,1 items,DELIVERED,CASH,544Tk
7511,Mirpur,1 items,DELIVERED,CASH,595Tk
7512,Gulshan/Banani,1 items,DELIVERED,CASH,130Tk
7513,Gulshan/Banani,1 items,DELIVERED,CASH,91Tk
7514,Uttara,1 items,DELIVERED,CARD,288Tk
7515,Dhanmondi,1 items,DELIVERED,CASH,98Tk
7516,Dhanmondi,2 items,DELIVERED,CASH,420Tk
7517,Baily Road / Khilgaon,2 items,DELIVERED,CASH,286Tk
7518,Mohammadpur,1 items,DELIVERED,CASH,105Tk
7519,Mohammadpur,4 items,DELIVERED,CASH,616Tk
7520,Mirpur,3 items,DELIVERED,CASH,364Tk
7521,Mohammadpur,1 items,DELIVERED,CASH,208Tk
7522,Dhanmondi,2 items,DELIVERED,CASH,176Tk
7523,Baily Road / Khilgaon,1 items,DELIVERED,CASH,478Tk
7524,Gulshan/Banani,2 items,DELIVERED,CASH,657Tk
7525,Mohammadpur,1 items,DELIVERED,CASH,460Tk
7526,Bashundhara,1 items,DELIVERED,CASH,123Tk
7527,Baily Road / Khilgaon,1 items,DELIVERED,CASH,130Tk
7528,Mirpur,2 items,DELIVERED,CASH,552Tk
7529,Dhanmondi,1 items,DELIVERED,CASH,224Tk
7530,Wari,1 items,DELIVERED,CARD,260Tk
7531,Gulshan/Banani,2 items,DELIVERED,CASH,504Tk
7532,Baily Road / Khilgaon,1 items,DELIVERED,CASH,75Tk
7533,Dhanmondi,4 items,DELIVERED,CASH,598Tk
7534,Baily Road / Khilgaon,1 items,DELIVERED,CASH,180Tk
7535,Mohammadpur,1 items,DELIVERED,CASH,168Tk
7536,Mohammadpur,1 items,DELIVERED,CASH,105Tk
7537,Baily Road / Khilgaon,1 items,DELIVERED,CASH,455Tk
7538,Baily Road / Khilgaon,2 items,DELIVERED,CASH,412Tk
7539,Mirpur,1 items,DELIVERED,CASH,91Tk
7540,Dhanmondi,2 items,DELIVERED,CASH,980Tk
7541,Dhanmondi,2 items,DELIVERED,CASH,168Tk
7542,Dhanmondi,5 items,DELIVERED,CASH,850Tk
7543,Baily Road / Khilgaon,3 items,DELIVERED,CASH,1440Tk
7544,Mirpur,1 items,DELIVERED,CASH,810Tk
7545,Mirpur,2 items,DELIVERED,CASH,810Tk
7546,Mirpur,1 items,DELIVERED,CASH,756Tk
7547,Mirpur,1 items,DELIVERED,CASH,756Tk
7548,Baily Road / Khilgaon,1 items,DELIVERED,CASH,231Tk
7549,Dhanmondi,1 items,DELIVERED,CARD,851Tk
7550,Dhanmondi,2 items,DELIVERED,CASH,367Tk
7551,Uttara,1 items,DELIVERED,CASH,520Tk
7552,Gulshan/Banani,2 items,DELIVERED,CASH,240Tk
7553,Gulshan/Banani,1 items,DELIVERED,CASH,182Tk
7554,Wari,1 items,DELIVERED,CARD,850Tk
7555,Gulshan/Banani,1 items,DELIVERED,CARD,1319Tk
7556,Dhanmondi,1 items,DELIVERED,CASH,371Tk
7557,Dhanmondi,1 items,DELIVERED,CASH,1096Tk
7558,Gulshan/Banani,6 items,DELIVERED,CASH,1585Tk
7559,Baily Road / Khilgaon,1 items,DELIVERED,CASH,555Tk
7560,Mirpur,1 items,DELIVERED,CASH,75Tk
7561,Mirpur,1 items,DELIVERED,CASH,157Tk
7562,Dhanmondi,1 items,DELIVERED,CASH,196Tk
7563,Dhanmondi,3 items,DELIVERED,CASH,578Tk
7564,Uttara,3 items,DELIVERED,CASH,805Tk
7565,Baily Road / Khilgaon,4 items,DELIVERED,CASH,187Tk
7566,Uttara,1 items,DELIVERED,CASH,189Tk
7567,Gulshan/Banani,1 items,DELIVERED,CASH,140Tk
7568,Gulshan/Banani,1 items,DELIVERED,CASH,1099Tk
7569,Baily Road / Khilgaon,1 items,DELIVERED,CASH,270Tk
7570,Bashundhara,2 items,DELIVERED,CASH,406Tk
7571,Gulshan/Banani,3 items,DELIVERED,CASH,970Tk
7572,Baily Road / Khilgaon,2 items,DELIVERED,CASH,338Tk
7573,Dhanmondi,1 items,DELIVERED,CASH,270Tk
7574,Dhanmondi,4 items,DELIVERED,CASH,755Tk
7575,Chattogram,1 items,DELIVERED,CASH,126Tk
7576,Dhanmondi,1 items,DELIVERED,CASH,108Tk
7577,Mohammadpur,1 items,DELIVERED,CASH,108Tk
7578,Baily Road / Khilgaon,2 items,DELIVERED,CASH,210Tk
7579,Dhanmondi,2 items,DELIVERED,CASH,299Tk
7580,Dhanmondi,1 items,DELIVERED,CASH,120Tk
7581,Gulshan/Banani,1 items,DELIVERED,CASH,209Tk
7582,Gulshan/Banani,1 items,DELIVERED,CASH,125Tk
7583,Baily Road / Khilgaon,1 items,DELIVERED,CASH,227Tk
7584,Dhanmondi,3 items,DELIVERED,CASH,253Tk
7585,Mohammadpur,1 items,DELIVERED,CASH,127Tk
7586,Mohammadpur,1 items,DELIVERED,CASH,154Tk
7587,Mohammadpur,1 items,DELIVERED,CASH,112Tk
7588,Dhanmondi,1 items,DELIVERED,CASH,147Tk
7589,Mohammadpur,2 items,DELIVERED,CASH,410Tk
7590,Dhanmondi,3 items,DELIVERED,CASH,913Tk
7591,Mohammadpur,2 items,DELIVERED,CASH,126Tk
7592,Mohammadpur,1 items,DELIVERED,CASH,273Tk
7593,Wari,1 items,DELIVERED,CASH,459Tk
7594,Dhanmondi,1 items,DELIVERED,CASH,140Tk
7595,Dhanmondi,1 items,DELIVERED,CASH,733Tk
7596,Mohammadpur,1 items,DELIVERED,CASH,229Tk
7597,Mirpur,1 items,DELIVERED,CASH,84Tk
7598,Uttara,1 items,DELIVERED,CASH,480Tk
7599,Dhanmondi,2 items,DELIVERED,CASH,201Tk
7600,Dhanmondi,3 items,DELIVERED,CASH,637Tk
7601,Gulshan/Banani,1 items,DELIVERED,CASH,132Tk
7602,Dhanmondi,3 items,DELIVERED,CASH,371Tk
7603,Dhanmondi,1 items,DELIVERED,CASH,820Tk
7604,Uttara,1 items,DELIVERED,CASH,363Tk
7605,Uttara,1 items,DELIVERED,CASH,161Tk
7606,Gulshan/Banani,1 items,DELIVERED,CASH,399Tk
7607,Chattogram,1 items,DELIVERED,CASH,80Tk
7608,Baily Road / Khilgaon,1 items,DELIVERED,CASH,221Tk
7609,Uttara,1 items,DELIVERED,CASH,175Tk
7610,Dhanmondi,2 items,DELIVERED,CASH,780Tk
7611,Baily Road / Khilgaon,1 items,DELIVERED,CASH,385Tk
7612,Mirpur,1 items,DELIVERED,CASH,378Tk
7613,Baily Road / Khilgaon,3 items,DELIVERED,CASH,696Tk
7614,Uttara,1 items,DELIVERED,CASH,85Tk
7615,Dhanmondi,4 items,DELIVERED,CASH,1170Tk
7616,Dhanmondi,1 items,DELIVERED,CASH,357Tk
7617,Bashundhara,2 items,DELIVERED,CASH,523Tk
7618,Mirpur,1 items,DELIVERED,CASH,134Tk
7619,Baily Road / Khilgaon,1 items,DELIVERED,CASH,98Tk
7620,Dhanmondi,1 items,DELIVERED,CASH,266Tk
7621,Uttara,1 items,DELIVERED,CASH,101Tk
7622,Baily Road / Khilgaon,2 items,DELIVERED,CASH,546Tk
7623,Dhanmondi,2 items,DELIVERED,CASH,749Tk
7624,Dhanmondi,2 items,DELIVERED,CASH,504Tk
7625,Dhanmondi,1 items,DELIVERED,CASH,756Tk
7626,Mirpur,2 items,DELIVERED,CASH,135Tk
7627,Mirpur,1 items,DELIVERED,CASH,110Tk
7628,Dhanmondi,1 items,DELIVERED,CASH,252Tk
7629,Dhanmondi,1 items,DELIVERED,CASH,616Tk
7630,Dhanmondi,2 items,DELIVERED,CASH,623Tk
7631,Dhanmondi,1 items,DELIVERED,CASH,130Tk
7632,Wari,1 items,DELIVERED,CASH,98Tk
7633,Mirpur,1 items,DELIVERED,CASH,520Tk
7634,Uttara,2 items,DELIVERED,CASH,136Tk
7635,Dhanmondi,1 items,DELIVERED,CASH,700Tk
7636,Bashundhara,1 items,DELIVERED,CASH,196Tk
7637,Wari,1 items,DELIVERED,CASH,98Tk
7638,Uttara,4 items,DELIVERED,CASH,305Tk
7639,Dhanmondi,3 items,DELIVERED,CASH,318Tk
7640,Mohammadpur,1 items,DELIVERED,CASH,98Tk
7641,Mohammadpur,1 items,DELIVERED,CASH,126Tk
7642,Dhanmondi,1 items,DELIVERED,CASH,65Tk
7643,Dhanmondi,1 items,DELIVERED,CASH,588Tk
7644,Mohammadpur,1 items,DELIVERED,CASH,217Tk
7645,Dhanmondi,3 items,DELIVERED,CASH,294Tk
7646,Dhanmondi,1 items,DELIVERED,CASH,360Tk
7647,Dhanmondi,1 items,DELIVERED,CASH,420Tk
7648,Dhanmondi,1 items,DELIVERED,CASH,454Tk
7649,Dhanmondi,1 items,DELIVERED,CASH,454Tk
7650,Wari,1 items,DELIVERED,CASH,288Tk
7651,Dhanmondi,2 items,DELIVERED,CASH,588Tk
7652,Gulshan/Banani,1 items,DELIVERED,CASH,1001Tk
7653,Uttara,1 items,DELIVERED,CASH,332Tk
7654,Wari,1 items,DELIVERED,CASH,91Tk
7655,Gulshan/Banani,1 items,DELIVERED,CASH,1080Tk
7656,Mohammadpur,1 items,DELIVERED,CASH,49Tk
7657,Gulshan/Banani,1 items,DELIVERED,CASH,765Tk
7658,Uttara,1 items,DELIVERED,CASH,448Tk
7659,Dhanmondi,1 items,DELIVERED,CASH,84Tk
7660,Mirpur,1 items,DELIVERED,CASH,80Tk
7661,Dhanmondi,1 items,DELIVERED,CASH,112Tk
7662,Dhanmondi,2 items,DELIVERED,CASH,460Tk
7663,Wari,4 items,DELIVERED,CASH,316Tk
7664,Baily Road / Khilgaon,2 items,DELIVERED,CASH,313Tk
7665,Dhanmondi,1 items,DELIVERED,CASH,108Tk
7666,Dhanmondi,1 items,DELIVERED,CASH,448Tk
7667,Mirpur,2 items,DELIVERED,CASH,476Tk
7668,Mirpur,1 items,DELIVERED,CASH,336Tk
7669,Dhanmondi,1 items,DELIVERED,CASH,97Tk
7670,Gulshan/Banani,1 items,DELIVERED,CASH,65Tk
7671,Uttara,2 items,DELIVERED,CASH,292Tk
7672,Dhanmondi,5 items,DELIVERED,CASH,663Tk
7673,Dhanmondi,1 items,DELIVERED,CASH,562Tk
7674,Mirpur,1 items,DELIVERED,CASH,84Tk
7675,Mohammadpur,2 items,DELIVERED,CASH,171Tk
7676,Dhanmondi,4 items,DELIVERED,CASH,658Tk
7677,Dhanmondi,2 items,DELIVERED,CASH,412Tk
7678,Uttara,3 items,DELIVERED,CASH,600Tk
7679,Dhanmondi,1 items,DELIVERED,CASH,336Tk
7680,Mirpur,1 items,DELIVERED,CASH,133Tk
7681,Mirpur,1 items,DELIVERED,CASH,224Tk
7682,Dhanmondi,6 items,DELIVERED,CASH,133Tk
7683,Dhanmondi,1 items,DELIVERED,CASH,509Tk
7684,Mohammadpur,2 items,DELIVERED,CASH,119Tk
7685,Baily Road / Khilgaon,2 items,DELIVERED,CASH,820Tk
7686,Uttara,1 items,DELIVERED,CASH,103Tk
7687,Gulshan/Banani,1 items,DELIVERED,CASH,79Tk
7688,Uttara,1 items,DELIVERED,CASH,195Tk
7689,Dhanmondi,2 items,DELIVERED,CASH,540Tk
7690,Dhanmondi,2 items,DELIVERED,CASH,553Tk
7691,Dhanmondi,1 items,DELIVERED,CASH,525Tk
7692,Dhanmondi,3 items,DELIVERED,CASH,552Tk
7693,Dhanmondi,1 items,DELIVERED,CASH,756Tk
7694,Dhanmondi,1 items,DELIVERED,CASH,210Tk
7695,Mirpur,1 items,DELIVERED,CASH,260Tk
7696,Dhanmondi,3 items,DELIVERED,CASH,795Tk
7697,Baily Road / Khilgaon,2 items,DELIVERED,CASH,650Tk
7698,Dhanmondi,1 items,DELIVERED,CASH,420Tk
7699,Bashundhara,1 items,DELIVERED,CARD,130Tk
7700,Mirpur,2 items,DELIVERED,CASH,337Tk
7701,Dhanmondi,3 items,DELIVERED,CASH,602Tk
7702,Dhanmondi,2 items,DELIVERED,CASH,224Tk
7703,Dhanmondi,2 items,DELIVERED,CASH,567Tk
7704,Dhanmondi,4 items,DELIVERED,CASH,721Tk
7705,Mirpur,2 items,DELIVERED,CASH,266Tk
7706,Mohammadpur,1 items,DELIVERED,CASH,130Tk
7707,Dhanmondi,2 items,DELIVERED,CASH,490Tk
7708,Uttara,3 items,DELIVERED,CASH,291Tk
7709,Dhanmondi,2 items,DELIVERED,CASH,175Tk
7710,Uttara,6 items,DELIVERED,CASH,450Tk
7711,Dhanmondi,1 items,DELIVERED,CASH,117Tk
7712,Gulshan/Banani,2 items,DELIVERED,CASH,130Tk
7713,Mirpur,1 items,DELIVERED,CASH,126Tk
7714,Uttara,2 items,DELIVERED,CASH,540Tk
7715,Dhanmondi,1 items,DELIVERED,CASH,140Tk
7716,Mirpur,1 items,DELIVERED,CASH,240Tk
7717,Dhanmondi,1 items,DELIVERED,CASH,391Tk
7718,Mohammadpur,1 items,DELIVERED,CASH,98Tk
7719,Mohammadpur,1 items,DELIVERED,CASH,123Tk
7720,Gulshan/Banani,3 items,DELIVERED,CASH,455Tk
7721,Dhanmondi,1 items,DELIVERED,CASH,360Tk
7722,Mirpur,1 items,DELIVERED,CASH,350Tk
7723,Dhanmondi,1 items,DELIVERED,CASH,157Tk
7724,Dhanmondi,3 items,DELIVERED,CASH,284Tk
7725,Dhanmondi,1 items,DELIVERED,CASH,157Tk
7726,Dhanmondi,1 items,DELIVERED,CASH,292Tk
7727,Gulshan/Banani,1 items,DELIVERED,CASH,156Tk
7728,Gulshan/Banani,2 items,DELIVERED,CASH,130Tk
7729,Uttara,1 items,DELIVERED,CASH,487Tk
7730,Mohammadpur,3 items,DELIVERED,CASH,171Tk
7731,Gulshan/Banani,2 items,DELIVERED,CASH,503Tk
7732,Gulshan/Banani,1 items,DELIVERED,CASH,639Tk
7733,Dhanmondi,1 items,DELIVERED,CASH,838Tk
7734,Dhanmondi,1 items,DELIVERED,CASH,182Tk
7735,Dhanmondi,3 items,DELIVERED,CASH,217Tk
7736,Dhanmondi,1 items,DELIVERED,CASH,112Tk
7737,Gulshan/Banani,2 items,DELIVERED,CASH,325Tk
7738,Dhanmondi,4 items,DELIVERED,CASH,520Tk
7739,Dhanmondi,2 items,DELIVERED,CASH,680Tk
7740,Dhanmondi,1 items,DELIVERED,CASH,196Tk
7741,Uttara,1 items,DELIVERED,CASH,420Tk
7742,Dhanmondi,2 items,DELIVERED,CASH,122Tk
7743,Gulshan/Banani,1 items,DELIVERED,CASH,98Tk
7744,Gulshan/Banani,1 items,DELIVERED,CASH,98Tk
7745,Mirpur,2 items,DELIVERED,CASH,238Tk
7746,Mirpur,1 items,DELIVERED,CASH,422Tk
7747,Dhanmondi,3 items,DELIVERED,CASH,426Tk
7748,Baily Road / Khilgaon,1 items,DELIVERED,CARD,260Tk
7749,Baily Road / Khilgaon,3 items,DELIVERED,CASH,383Tk
7750,Mirpur,1 items,DELIVERED,CASH,490Tk
7751,Dhanmondi,1 items,DELIVERED,CASH,120Tk
7752,Dhanmondi,2 items,DELIVERED,CASH,206Tk
7753,Uttara,2 items,DELIVERED,CASH,260Tk
7754,Dhanmondi,2 items,DELIVERED,CASH,234Tk
7755,Mohammadpur,2 items,DELIVERED,CASH,241Tk
7756,Bashundhara,2 items,DELIVERED,CASH,947Tk
7757,Dhanmondi,1 items,DELIVERED,CASH,98Tk
7758,Dhanmondi,2 items,DELIVERED,CASH,193Tk
7759,Dhanmondi,1 items,DELIVERED,CASH,140Tk
7760,Baily Road / Khilgaon,1 items,DELIVERED,CASH,270Tk
7761,Dhanmondi,1 items,DELIVERED,CASH,44Tk
7762,Mirpur,1 items,DELIVERED,CASH,300Tk
7763,Mohammadpur,2 items,DELIVERED,CASH,154Tk
7764,Mirpur,2 items,DELIVERED,CASH,467Tk
7765,Dhanmondi,1 items,DELIVERED,CASH,260Tk
7766,Baily Road / Khilgaon,1 items,DELIVERED,CASH,253Tk
7767,Mirpur,2 items,DELIVERED,CASH,640Tk
7768,Uttara,1 items,DELIVERED,CASH,58Tk
7769,Dhanmondi,3 items,DELIVERED,CASH,500Tk
7770,Dhanmondi,3 items,DELIVERED,CASH,483Tk
7771,Gulshan/Banani,1 items,DELIVERED,CASH,259Tk
7772,Dhanmondi,1 items,DELIVERED,CASH,378Tk
7773,Dhanmondi,1 items,DELIVERED,CASH,45Tk
7774,Dhanmondi,2 items,DELIVERED,CASH,141Tk
7775,Gulshan/Banani,1 items,DELIVERED,CASH,849Tk
7776,Mohammadpur,1 items,DELIVERED,CASH,70Tk
7777,Mohammadpur,4 items,DELIVERED,CASH,465Tk
7778,Mirpur,2 items,DELIVERED,CASH,73Tk
7779,Baily Road / Khilgaon,3 items,DELIVERED,CASH,750Tk
7780,Mohammadpur,1 items,DELIVERED,CASH,422Tk
7781,Dhanmondi,1 items,DELIVERED,CASH,70Tk
7782,Gulshan/Banani,1 items,DELIVERED,CASH,78Tk
7783,Baily Road / Khilgaon,1 items,DELIVERED,CASH,156Tk
7784,Dhanmondi,1 items,DELIVERED,CASH,156Tk
7785,Gulshan/Banani,1 items,DELIVERED,CASH,153Tk
7786,Baily Road / Khilgaon,1 items,DELIVERED,CASH,186Tk
7787,Baily Road / Khilgaon,2 items,DELIVERED,CASH,231Tk
7788,Dhanmondi,1 items,DELIVERED,CASH,373Tk
7789,Mirpur,1 items,DELIVERED,CASH,201Tk
7790,Uttara,1 items,DELIVERED,CASH,130Tk
7791,Chattogram,1 items,DELIVERED,CASH,78Tk
7792,Mirpur,1 items,DELIVERED,CASH,104Tk
7793,Dhanmondi,1 items,DELIVERED,CASH,110Tk
7794,Mirpur,2 items,DELIVERED,CASH,252Tk
7795,Mohammadpur,1 items,DELIVERED,CASH,250Tk
7796,Baily Road / Khilgaon,1 items,DELIVERED,CASH,133Tk
7797,Mirpur,2 items,DELIVERED,CARD,615Tk
7798,Gulshan/Banani,2 items,DELIVERED,CASH,206Tk
7799,Dhanmondi,1 items,DELIVERED,CASH,196Tk
7800,Gulshan/Banani,1 items,DELIVERED,CASH,705Tk
7801,Dhanmondi,1 items,DELIVERED,CASH,44Tk
7802,Baily Road / Khilgaon,1 items,DELIVERED,CASH,760Tk
7803,Dhanmondi,1 items,DELIVERED,CASH,70Tk
7804,Mirpur,1 items,DELIVERED,CARD,495Tk
7805,Mirpur,1 items,DELIVERED,CASH,124Tk
7806,Bashundhara,3 items,DELIVERED,CASH,362Tk
7807,Mohammadpur,1 items,DELIVERED,CASH,332Tk
7808,Dhanmondi,1 items,DELIVERED,CASH,78Tk
7809,Gulshan/Banani,1 items,DELIVERED,CASH,149Tk
7810,Bashundhara,2 items,DELIVERED,CASH,210Tk
7811,Chattogram,1 items,DELIVERED,CASH,442Tk
7812,Mirpur,1 items,DELIVERED,CASH,210Tk
7813,Uttara,1 items,DELIVERED,CASH,220Tk
7814,Chattogram,1 items,DELIVERED,CASH,288Tk
7815,Mohammadpur,1 items,DELIVERED,CASH,70Tk
7816,Mohammadpur,2 items,DELIVERED,CASH,950Tk
7817,Dhanmondi,1 items,DELIVERED,CASH,133Tk
7818,Baily Road / Khilgaon,1 items,DELIVERED,CASH,272Tk
7819,Dhanmondi,1 items,DELIVERED,CASH,252Tk
7820,Chattogram,1 items,DELIVERED,CASH,134Tk
7821,Mirpur,2 items,DELIVERED,CASH,238Tk
7822,Mirpur,1 items,DELIVERED,CASH,195Tk
7823,Mirpur,1 items,DELIVERED,CASH,192Tk
7824,Uttara,1 items,DELIVERED,CASH,660Tk
7825,Dhanmondi,2 items,DELIVERED,CASH,840Tk
7826,Bashundhara,2 items,DELIVERED,CASH,217Tk
7827,Mohammadpur,1 items,DELIVERED,CASH,208Tk
7828,Bashundhara,4 items,DELIVERED,CASH,935Tk
7829,Mohammadpur,1 items,DELIVERED,CASH,196Tk
7830,Baily Road / Khilgaon,1 items,DELIVERED,CASH,150Tk
7831,Mohammadpur,1 items,DELIVERED,CASH,185Tk
7832,Bashundhara,2 items,DELIVERED,CASH,271Tk
7833,Dhanmondi,1 items,DELIVERED,CASH,587Tk
7834,Gulshan/Banani,1 items,DELIVERED,CASH,1099Tk
7835,Gulshan/Banani,1 items,DELIVERED,CASH,214Tk
7836,Dhanmondi,1 items,DELIVERED,CASH,140Tk
7837,Mirpur,1 items,DELIVERED,CASH,245Tk
7838,Mohammadpur,1 items,DELIVERED,CASH,920Tk
7839,Mohammadpur,1 items,DELIVERED,CASH,950Tk
7840,Uttara,1 items,DELIVERED,CASH,210Tk
7841,Mohammadpur,1 items,DELIVERED,CASH,336Tk
7842,Dhanmondi,4 items,DELIVERED,CASH,65Tk
7843,Dhanmondi,3 items,DELIVERED,CASH,378Tk
7844,Mirpur,1 items,DELIVERED,CASH,112Tk
7845,Baily Road / Khilgaon,1 items,DELIVERED,CASH,252Tk
7846,Mirpur,2 items,DELIVERED,CASH,217Tk
7847,Dhanmondi,4 items,DELIVERED,CASH,364Tk
7848,Baily Road / Khilgaon,1 items,DELIVERED,CASH,585Tk
7849,Baily Road / Khilgaon,2 items,DELIVERED,CARD,300Tk
7850,Mirpur,1 items,DELIVERED,CASH,350Tk
7851,Dhanmondi,4 items,DELIVERED,CASH,617Tk
7852,Dhanmondi,1 items,DELIVERED,CASH,98Tk
7853,Dhanmondi,1 items,DELIVERED,CASH,128Tk
7854,Mirpur,2 items,DELIVERED,CASH,380Tk
7855,Mirpur,1 items,DELIVERED,CASH,468Tk
7856,Dhanmondi,2 items,DELIVERED,CASH,143Tk
7857,Gulshan/Banani,2 items,DELIVERED,CASH,225Tk
7858,Dhanmondi,1 items,DELIVERED,CASH,714Tk
7859,Mirpur,1 items,DELIVERED,CASH,195Tk
7860,Mirpur,1 items,DELIVERED,CASH,78Tk
7861,Dhanmondi,1 items,DELIVERED,CASH,2170Tk
7862,Dhanmondi,2 items,DELIVERED,CASH,140Tk
7863,Gulshan/Banani,2 items,DELIVERED,CASH,154Tk
7864,Mirpur,2 items,DELIVERED,CASH,462Tk
7865,Dhanmondi,1 items,DELIVERED,CASH,105Tk
7866,Mirpur,1 items,DELIVERED,CASH,273Tk
7867,Chattogram,1 items,DELIVERED,CASH,663Tk
7868,Dhanmondi,2 items,DELIVERED,CASH,574Tk
7869,Dhanmondi,2 items,DELIVERED,CASH,338Tk
7870,Gulshan/Banani,1 items,DELIVERED,CASH,507Tk
7871,Mirpur,1 items,DELIVERED,CASH,64Tk
7872,Dhanmondi,2 items,DELIVERED,CASH,510Tk
7873,Mirpur,1 items,DELIVERED,CASH,140Tk
7874,Baily Road / Khilgaon,1 items,DELIVERED,CASH,143Tk
7875,Mohammadpur,1 items,DELIVERED,CASH,550Tk
7876,Mohammadpur,1 items,DELIVERED,CASH,875Tk
7877,Wari,1 items,DELIVERED,CASH,70Tk
7878,Dhanmondi,1 items,DELIVERED,CASH,468Tk
7879,Dhanmondi,1 items,DELIVERED,CASH,867Tk
7880,Uttara,1 items,DELIVERED,CASH,230Tk
7881,Bashundhara,1 items,DELIVERED,CASH,112Tk
7882,Mirpur,1 items,DELIVERED,CASH,146Tk
7883,Mirpur,1 items,DELIVERED,CASH,370Tk
7884,Bashundhara,1 items,DELIVERED,CASH,149Tk
7885,Dhanmondi,1 items,DELIVERED,CASH,714Tk
7886,Baily Road / Khilgaon,2 items,DELIVERED,CASH,231Tk
7887,Dhanmondi,1 items,DELIVERED,CASH,112Tk
7888,Mirpur,1 items,DELIVERED,CASH,65Tk
7889,Mohammadpur,2 items,DELIVERED,CASH,315Tk
7890,Gulshan/Banani,2 items,DELIVERED,CASH,532Tk
7891,Dhanmondi,1 items,DELIVERED,CASH,255Tk
7892,Baily Road / Khilgaon,2 items,DELIVERED,CASH,1510Tk
7893,Chattogram,1 items,DELIVERED,CASH,146Tk
7894,Mohammadpur,1 items,DELIVERED,CASH,140Tk
7895,Mirpur,1 items,DELIVERED,CASH,140Tk
7896,Baily Road / Khilgaon,1 items,DELIVERED,CASH,468Tk
7897,Baily Road / Khilgaon,1 items,DELIVERED,CASH,300Tk
7898,Baily Road / Khilgaon,3 items,DELIVERED,CASH,315Tk
7899,Baily Road / Khilgaon,1 items,DELIVERED,CASH,126Tk
7900,Uttara,1 items,DELIVERED,CASH,161Tk
7901,Dhanmondi,5 items,DELIVERED,CASH,734Tk
7902,Mirpur,2 items,DELIVERED,CASH,180Tk
7903,Mirpur,2 items,DELIVERED,CASH,476Tk
7904,Gulshan/Banani,3 items,DELIVERED,CASH,478Tk
7905,Mirpur,2 items,DELIVERED,CASH,740Tk
7906,Uttara,2 items,DELIVERED,CASH,196Tk
7907,Mohammadpur,2 items,DELIVERED,CASH,134Tk
7908,Uttara,3 items,DELIVERED,CASH,559Tk
7909,Uttara,2 items,DELIVERED,CASH,230Tk
7910,Mirpur,1 items,DELIVERED,CASH,160Tk
7911,Mirpur,4 items,DELIVERED,CARD,664Tk
7912,Dhanmondi,1 items,DELIVERED,CASH,1119Tk
7913,Mohammadpur,1 items,DELIVERED,CASH,91Tk
7914,Baily Road / Khilgaon,1 items,DELIVERED,CASH,849Tk
7915,Gulshan/Banani,1 items,DELIVERED,CASH,328Tk
7916,Baily Road / Khilgaon,2 items,DELIVERED,CASH,326Tk
7917,Gulshan/Banani,2 items,DELIVERED,CASH,511Tk
7918,Dhanmondi,2 items,DELIVERED,CASH,304Tk
7919,Uttara,1 items,DELIVERED,CASH,96Tk
7920,Bashundhara,3 items,DELIVERED,CASH,486Tk
7921,Uttara,1 items,DELIVERED,CASH,133Tk
7922,Dhanmondi,3 items,DELIVERED,CASH,401Tk
7923,Mohammadpur,6 items,DELIVERED,CASH,155Tk
